sentences,label,quality
与此同时建行亚洲义工队热心参与相关类型的活动及服务,公益和志愿服务,定性文本
2627关键绩效指标B5.1按地区划分的供应商数目,供应链管理,定量文本
公司切实将廉洁从业要求嵌入公司各业务环节及工作流程,反贪污反洗钱,定性文本
新华社旗帜网中国证券报等媒体刊发了公司有关经验做法,无关文本,无关文本
2022年公司与外部专业机构合作为员工提供联合培训,员工,定性文本
为不断提升公司员工反洗钱履职能力增强反洗钱责任意识,反贪污反洗钱,定性文本
公司积极开展消费帮扶有效促进了帮扶地区的农产品销售,农村帮扶,定性文本
4无害废弃物类型主要包括废弃电子设备和废弃办公家具,废弃物管理,定性文本
公司致力于保持有效的员工沟通机制促进积极的员工关系,员工,定性文本
更多相关细节请参阅中信证券股份有限公司责任投资声明,无关文本,无关文本
此外我们也在支持当地农业的可持续发展方面做出了贡献,农村帮扶,定性文本
公司工会时刻坚持以人为本的经营理念处处体现人文关怀,员工,定性文本
我们鼓励员工与公司共同成长赋能公司和行业高质量发展,员工,定性文本
持续加强产品和服务创新数据来源万得信息公司内部统计,科技创新,定性文本
此次活动是西藏珠峰多年来一直积极践行社会责任的缩影,无关文本,无关文本
生态跟踪监测结果显示当地生态功能未受到气田开发影响,生物多样性,定性文本
年在公司年度报告中披露详情请见公司2022年度报告,无关文本,无关文本
试运期间机组运行平稳各项经济指标与技术性能指标优良,科技创新,定性文本
报告原则报告的编写已遵循重要性量化平衡及一致性原则,无关文本,无关文本
2022年上海电气及下属企业已累计捐款33.7万元,公益和志愿服务,定量文本
上海电气定新政谋规划为不同员工群体搭建职业成长通道,员工,定性文本
注4为公司委托第三方有资质机构处置的危险废弃物总量,废弃物管理,定量文本
9395关键绩效指标B5.1按地区划分的供应商数目,供应链管理,定量文本
培训教师超过2000人次建立蓝青师徒帮带170余对,员工,定量文本
为了不断改进报告编制工作我们希望倾听您的意见和建议,无关文本,无关文本
上海电气党委副书记总裁刘平监事会主席蔡小庆参加学习,组织架构与运作,定性文本
营运督例关健填效据标B5.1按地区划分的供货商效目,供应链管理,定性文本
自研国产远控深水水泥头首次在国际服务中实现成功应用,科技创新,定性文本
大力开展警示教育筑牢不敢腐不能腐荣企业特色廉政文化,反贪污反洗钱,定性文本
感谢复星基金会送来的阿效夫定村民吃完后第二天就好了,公益和志愿服务,定性文本
健康管理化繁为简开启中国银屑病口服治疗新净界,产品质量,定性文本
集团积极把握市场为各类型客户提供高品质物业管理服务,客户与消费者,定性文本
三是每个机构根据要求设立三区两通道杜绝出现交叉感染,抗疫,定性文本
报告期内公司没有任何雇用童工强迫劳动歧视和骚扰事件,员工,定量文本
定期对全员开展人权和劳工权益培训培训覆盖率为100,员工,定量文本
我们通过以下四个严谨有效的程序进行了议题重要性评估,无关文本,无关文本
3.监事会监事会是公司的监督机构对公司股东大会负责,组织架构与运作,定性文本
我们重视攸关方的意见并欢迎读者通过以下方式与我们联系,无关文本,无关文本
2021年和2022年共审核的供应商占采购金额的59,供应链管理,定量文本
2022年度员工创新提案4600多条被采纳800多条,员工,定量文本
2022年共受理客户投诉数量27宗同比减少37.21,客户与消费者,定量文本
报告期内监事会对董事会高管的履职等事项进行了有效监督,组织架构与运作,定性文本
积极开展国际贸易成立了亚洲欧洲和美洲三大油气运营中心,原材料,定性文本
本次活动募集期为5年计划募集资金1亿元造林1.5万亩,公益和志愿服务,定量文本
基于连续性和可比性考虑对个别事项做了适当前后延伸说明,无关文本,无关文本
优化用水结构使用非常规水资源代替新鲜水减少新鲜水用量,水资源,定性文本
绿电科技由申能集团控股申能集团与上海电气共同出资成立,无关文本,无关文本
公司每年审阅及确认招聘惯例及制度以避免童工及强制劳工,员工,定性文本
公司也积极将研发资源投入罕见病领域满足少数群体的需求,抗疫,定性文本
2022年公司在研产品350多个在研1类新药30多个,科技创新,定量文本
面向未来百年电气正青春我们将继续奋斗与创造者共创未来,无关文本,无关文本
积极招聘女性员工外籍员工少数民族员工提供平等就业机会,促进就业,定性文本
扎实开展审计监督,审计工作,定性文本
公司加快天然气产供储销体系建设持续提升天然气供应能力,能源与资源消耗,定性文本
董事会设审计委员会全面参与风险管理工作并向董事会报告,审计工作,定性文本
06稳健运营一规范经营B5.1按地区划分的供应商数目,供应链管理,定量文本
2022年公司海外项目外籍员工所占比例达到96.69,员工,定量文本
严格落实女性员工孕产期哺乳期休假规定保障女性员工权益,员工,定性文本
整合并优化内部培训体系形成独具特色的Y型员工培训体系,员工,定性文本
公司坚持把学习宣传贯彻党的二十大精神作为首要政治任务,无关文本,无关文本
在废弃物管理方面中信证券要求有害废弃物100合规处置,废弃物管理,定量文本
海外员工人数是指所属机构是中国建设银行境外分行的员工,员工,定性文本
研发上线建行学习训练营推动全行数字化学习理念转型升级,科技创新,定性文本
当员工通过线上方式参加培训时其参加培训情况由现场记录,员工,定性文本
尼龙化工公司污水处理厂进行总氮浓度治理降低污染物排放,废弃物管理,定性文本
公司自建厂始就注重厂区绿化美化工作绿化覆盖率34.2,绿色建筑,定量文本
案例废物利用创效益公司在货物运输加固选材方面积极探索,废弃物管理,定性文本
此项改善不仅减少了灵工职业暴露风慎跌落导致受伤的风险,员工,定性文本
公司积极将供应商和承包商纳入职业健康安全的考量范畴中,员工,定性文本
在项目中我们选择了吸附段设备并采用了连续离子交换工艺,清洁技术,定性文本
我们在塔国联合培训当地技术人员并鼓励当地员工学习汉语,促进就业,定性文本
公司在塔吉克斯坦共和国和阿根廷拥有丰富的矿产资源储备,原材料,定性文本
未来我们将持续提升科技创新能力助力医药行业高质量发展,科技创新,定性文本
2022年健康元通过主动收集的产品不良事件总计31例,产品质量,定量文本
2022年度本集团国内制药别定自身的产品召目管理规程,产品质量,定性文本
主要对象为刚普升的带团队新经理或部分主管反馈良好员工,员工,定性文本
机构出具审计审核意见充分展示本集团透明期范的运营情况,审计工作,定性文本
除依法须经批准的项目外凭营业执照依法自主开展经营活动,无关文本,无关文本
汪海波技能大师工作室获评浙江省青工创新创效工作室称号,科技创新,定性文本
聚焦人才成长和职业生涯发展需要进一步夯实人才培养体系,员工,定性文本
同心抗疫对所在潮鸣街道开展防疫志愿服务和防疫物资捐赠,抗疫,定性文本
与杭州市青之蓝艺术团协商推进音乐助残项目关爱残疾儿童,公益和志愿服务,定性文本
新市民住有所居建设银行深化行业理解创新融资产品和服务,绿色金融,定性文本
汇报原则本报告的编写已遵循重要性量化平衡及一致性原则,无关文本,无关文本
23关键绩效指标B6.4描述质量检定过程及产品回收程序,产品质量,定性文本
2022年各级工会精准帮扶各类人员共计196164人次,促进就业,定量文本
